arrival_count,class,arrival,s_departure,s_arr_nis,s_sojourn,s_arr_nis_class_0,s_arr_nis_class_1,s_arr_nis_class_2,s_last_remaining_los,s_last_rem_class_0,s_last_rem_class_1,s_last_rem_class_2
154,1,811.0000999999997,818.7655704736209,47,7.7654704736211215,7,24,16,24.488589442465383,11.277943063663201,24.488589442465354,267.4008084935854
155,2,813.0000999999997,1353.6710847523889,48,540.6709847523891,7,24,17,5.765470473621152,9.277943063663201,5.7654704736211215,265.4008084935854
156,1,816.0000999999997,886.4886319690388,49,70.48853196903906,7,25,17,537.6709847523891,6.277943063663201,2.7654704736211215,537.6709847523891
157,0,817.0000999999997,1099.4633585831514,50,282.4632585831516,8,25,17,69.48853196903909,5.277943063663201,69.48853196903906,536.6709847523891
158,1,819.0000999999997,1227.0613925782818,49,408.06129257828206,8,25,16,280.4632585831517,280.4632585831516,67.48853196903906,534.6709847523891
159,2,820.0000999999997,1114.6899085490934,50,294.68980854909364,8,25,17,407.0612925782821,279.4632585831516,407.06129257828206,533.6709847523891
160,0,823.0000999999997,880.4470236573289,50,57.446923657329194,8,25,17,291.6898085490937,276.4632585831516,404.06129257828206,291.68980854909364
161,1,825.0000999999997,1101.3241646669799,50,276.3240646669801,8,25,17,55.446923657329144,55.446923657329194,402.06129257828206,289.68980854909364
162,1,828.0000999999997,1062.52157471134,50,234.52147471134026,8,25,17,273.32406466698023,52.446923657329194,273.3240646669801,286.68980854909364
163,1,830.0000999999997,1087.253359824412,50,257.2532598244122,8,25,17,232.5214747113402,50.446923657329194,232.52147471134026,284.68980854909364
164,1,834.0000999999997,1569.0870729796343,50,735.0869729796345,8,25,17,253.25325982441217,46.446923657329194,253.25325982441223,280.68980854909364
165,1,835.0000999999997,964.6035468669468,51,129.60344686694702,8,26,17,734.0869729796347,45.446923657329194,734.0869729796345,279.68980854909364
166,1,837.0000999999997,1020.6775267364793,51,183.67742673647956,8,26,17,127.60344686694708,43.446923657329194,127.60344686694702,277.68980854909364
167,1,840.0000999999997,1207.9696354969224,51,367.9695354969226,8,26,17,180.67742673647956,40.446923657329194,180.67742673647956,274.68980854909364
168,1,842.0000999999997,890.1741792371191,52,48.17407923711937,8,27,17,365.96953549692256,38.446923657329194,365.9695354969226,272.68980854909364
169,2,846.0000999999997,996.5677433887569,53,150.56764338875712,8,27,18,44.17407923711937,34.446923657329194,44.17407923711937,268.68980854909364
170,1,847.0000999999997,1322.3618497335087,54,475.361749733509,8,28,18,149.56764338875712,33.446923657329194,43.17407923711937,149.56764338875712
171,1,852.0000999999997,880.6803057235463,53,28.680205723546578,7,28,18,470.3617497335089,28.446923657329194,470.361749733509,144.56764338875712
172,1,852.0001099999997,969.6221787859876,54,117.62206878598784,7,29,18,28.680195723546547,28.44691365732922,28.680195723546603,144.56763338875714
173,1,856.0001099999997,1243.2121774752259,55,387.21206747522615,7,30,18,113.62206878598785,24.44691365732922,113.62206878598784,140.56763338875714
174,1,858.0001099999997,1048.9764286034037,56,190.97631860340402,7,31,18,385.21206747522626,22.44691365732922,385.21206747522615,138.56763338875714
175,1,866.0001099999997,1219.6395315641332,56,353.6394215641335,6,32,18,182.9763186034041,14.446913657329219,182.97631860340402,130.56763338875714
176,0,874.0001099999997,951.4672649330354,56,77.46715493303566,6,32,18,345.63942156413356,6.446913657329219,345.6394215641335,122.56763338875714
177,1,877.0001099999997,1430.052557106288,57,553.0524471062884,6,33,18,74.46715493303562,74.46715493303566,342.6394215641335,119.56763338875714
178,2,880.0001099999997,1039.9811412441716,56,159.98103124417185,6,33,17,550.0524471062882,71.46715493303566,550.0524471062884,116.56763338875714
179,2,889.0001099999997,1277.2641624403768,54,388.2640524403771,5,31,18,150.98103124417187,62.46715493303566,541.0524471062884,150.98103124417185
180,2,890.0001099999997,1342.7281676594266,55,452.7280576594269,5,31,19,387.26405244037716,61.46715493303566,540.0524471062884,387.2640524403771
181,1,894.0001099999997,908.9100685939302,54,14.909958593930469,5,30,19,448.72805765942695,57.46715493303566,536.0524471062884,448.7280576594269
182,2,899.0001099999997,909.5020356229321,53,10.50192562293239,4,29,20,9.909958593930451,52.46715493303566,9.909958593930469,443.7280576594269
183,1,899.0001199999997,1048.9438849532592,54,149.94376495325946,4,30,20,10.501915622932465,52.467144933035684,9.909948593930494,10.501915622932415
184,1,899.0001299999997,903.5997846298895,55,4.599654629889869,4,31,20,149.9437549532594,52.46713493303571,149.94375495325949,10.50190562293244
185,1,903.0001299999997,1051.7630861889618,56,148.7629561889621,4,32,20,0.5996546298898853,48.46713493303571,0.5996546298898693,6.501905622932441
186,2,908.0001299999997,1705.228949601151,54,797.2288196011514,4,29,21,143.76295618896208,43.46713493303571,143.7629561889621,1.5019056229324406
187,1,908.0001399999996,1130.8084680948898,55,222.80832809489016,4,30,21,797.2288096011514,43.467124933035734,143.76294618896213,797.2288096011514
188,1,913.0001399999996,996.5205584422555,53,83.52041844225585,4,29,20,217.8083280948902,38.467124933035734,217.80832809489016,792.2288096011514
189,1,917.0001399999996,922.8831237752822,51,5.882983775282582,4,29,18,79.52041844225587,34.467124933035734,79.52041844225585,788.2288096011514
190,1,921.0001399999996,975.438761548881,52,54.438621548881315,4,30,18,1.8829837752825807,30.467124933035734,1.8829837752825824,784.2288096011514
191,2,921.0001499999996,1236.5560293379194,53,315.5558793379198,4,30,19,54.43861154888139,30.46711493303576,54.43861154888134,784.2287996011514
192,2,925.0001499999996,1239.3397961862765,51,314.3396461862769,4,27,20,311.55587933791975,26.46711493303576,50.43861154888134,311.5558793379198
193,1,927.0001499999996,1253.346198460178,52,326.3460484601783,4,28,20,312.33964618627704,24.46711493303576,48.43861154888134,312.3396461862769
194,2,932.0001499999996,1168.3368728986484,53,236.33672289864876,4,28,21,321.3460484601782,19.46711493303576,321.3460484601783,307.3396461862769
195,1,936.0001499999996,965.7082566146462,53,29.708106614646567,4,29,20,232.33672289864887,15.46711493303576,317.3460484601783,232.33672289864876
196,1,936.0001599999996,1024.3559074665154,54,88.35574746651582,4,30,20,29.708096614646596,15.467104933035785,29.708096614646593,232.33671289864878
