arrival_count,class,arrival,s_departure,s_arr_nis,s_sojourn,s_arr_nis_class_0,s_arr_nis_class_1,s_arr_nis_class_2,s_last_remaining_los,s_last_rem_class_0,s_last_rem_class_1,s_last_rem_class_2
73,2,529.0000299999999,1045.9415964301024,39,516.9415664301025,11,25,3,131.14391793460555,677.3421262237298,131.1439179346055,80.31639462391149
74,2,533.0000299999999,698.1225037514442,40,165.12247375144432,11,25,4,512.9415664301026,673.3421262237298,127.1439179346055,512.9415664301025
75,2,535.0000299999999,660.6132971701277,41,125.61326717012776,11,25,5,163.12247375144435,671.3421262237298,125.1439179346055,163.12247375144432
76,1,543.0000299999999,704.7607488851738,40,161.7607188851739,10,25,5,117.61326717012773,663.3421262237298,117.1439179346055,117.61326717012776
77,2,549.0000299999999,738.9093345151323,41,189.90930451513236,10,25,6,155.76071888517384,657.3421262237298,155.7607188851739,111.61326717012776
78,1,553.0000299999999,679.9289435919623,42,126.92891359196233,10,26,6,185.9093045151323,653.3421262237298,151.7607188851739,185.90930451513236
79,0,558.0000299999999,1213.093847967722,42,655.0938179677221,11,25,6,121.92891359196227,648.3421262237298,121.92891359196233,180.90930451513236
80,2,558.0000399999999,709.6081102750791,43,151.60807027507917,11,25,7,655.0938079677222,655.0938079677221,121.92890359196235,180.9092945151324
81,1,575.0000399999999,1030.0627241620055,40,455.06268416200555,11,23,6,134.60807027507911,638.0938079677221,104.92890359196235,134.60807027507917
82,2,576.0000399999999,710.6643158171256,41,134.6642758171257,11,23,7,454.06268416200555,637.0938079677221,454.06268416200555,133.60807027507917
83,1,581.0000399999999,1276.563239383859,42,695.563199383859,11,24,7,129.66427581712568,632.0938079677221,449.06268416200555,129.6642758171257
84,1,589.0000399999999,761.13163510425,42,172.1315951042501,11,24,7,687.563199383859,624.0938079677221,687.563199383859,121.66427581712571
85,1,594.0000399999999,978.195741608032,42,384.1957016080321,11,24,7,167.13159510425007,619.0938079677221,167.1315951042501,116.66427581712571
86,1,599.0000399999999,800.4437815106048,43,201.44374151060492,11,25,7,379.1957016080321,614.0938079677221,379.1957016080321,111.66427581712571
87,0,600.0000399999999,1454.0530338821663,44,854.0529938821664,12,25,7,200.44374151060487,613.0938079677221,200.44374151060492,110.66427581712571
88,2,604.0000399999999,870.9847146390108,44,266.9846746390109,12,24,8,850.0529938821664,850.0529938821664,196.44374151060492,106.66427581712571
89,1,606.0000399999999,641.5927891724792,45,35.59274917247933,12,25,8,264.9846746390109,848.0529938821664,194.44374151060492,264.9846746390109
90,2,608.0000399999999,874.9022725527855,46,266.90223255278556,12,25,9,33.5927491724793,846.0529938821664,33.59274917247933,262.9846746390109
91,1,612.0000399999999,913.5054723723644,46,301.50543237236445,12,26,8,262.90223255278556,842.0529938821664,29.59274917247933,262.90223255278556
92,1,618.0000399999999,885.0448971792628,47,267.04485717926286,12,27,8,295.50543237236445,836.0529938821664,295.50543237236445,256.90223255278556
93,1,621.0000399999999,1169.1617062968676,47,548.1616662968677,12,27,8,264.0448571792628,833.0529938821664,264.04485717926286,253.90223255278556
94,1,621.0000499999999,1062.7309843775615,48,441.73093437756165,12,28,8,548.1616562968678,833.0529838821665,548.1616562968677,253.9022225527856
95,1,622.0000499999999,934.0163104936141,49,312.01626049361425,12,29,8,440.73093437756154,832.0529838821665,440.73093437756165,252.9022225527856
96,1,626.0000499999999,884.1240144839635,50,258.1239644839636,12,30,8,308.01626049361425,828.0529838821665,308.01626049361425,248.9022225527856
97,1,628.0000499999999,957.140100284303,51,329.14005028430313,12,31,8,256.12396448396356,826.0529838821665,256.1239644839636,246.9022225527856
98,1,633.0000499999999,1296.2275047248395,50,663.2274547248396,12,30,8,324.14005028430313,821.0529838821665,324.14005028430313,241.9022225527856
99,2,635.0000499999999,834.5571528664974,51,199.55710286649753,12,30,9,661.2274547248396,819.0529838821665,661.2274547248396,239.9022225527856
100,0,638.0000499999999,1485.7367430834308,50,847.736693083431,12,29,9,196.55710286649753,816.0529838821665,658.2274547248396,196.55710286649753
101,1,639.0000499999999,888.2378505894933,51,249.23780058949342,12,30,9,846.736693083431,846.736693083431,657.2274547248396,195.55710286649753
102,0,641.0000499999999,1316.2799484596599,52,675.27989845966,13,30,9,247.23780058949336,844.736693083431,247.23780058949342,193.55710286649753
103,1,646.0000499999999,826.430132611767,50,180.43008261176715,13,28,9,670.2798984596601,670.27989845966,242.23780058949342,188.55710286649753
104,1,647.0000499999999,951.7954387760881,51,304.7953887760882,13,29,9,179.4300826117671,669.27989845966,179.43008261176715,187.55710286649753
105,1,650.0000499999999,921.3498951246108,49,271.34984512461097,12,28,9,301.7953887760882,666.27989845966,301.7953887760882,184.55710286649753
106,2,652.0000499999999,716.1087342597723,50,64.10868425977242,12,28,10,269.34984512461097,664.27989845966,269.34984512461097,182.55710286649753
107,2,653.0000499999999,712.466801840998,51,59.466751840998086,12,28,11,63.10868425977236,663.27989845966,268.34984512461097,63.10868425977242
108,2,657.0000499999999,700.68752893656,52,43.68747893656018,12,28,12,55.46675184099803,659.27989845966,264.34984512461097,55.466751840998086
109,2,658.0000499999999,818.2385845193282,53,160.23853451932837,12,28,13,42.68747893656018,658.27989845966,263.34984512461097,42.68747893656018
110,2,665.0000499999999,814.0966109619393,52,149.09656096193942,12,27,13,153.2385345193284,651.27989845966,256.34984512461097,153.23853451932837
111,2,665.0000599999998,971.1163546495562,53,306.1162946495564,12,27,14,149.09655096193947,651.27988845966,256.349835124611,149.09655096193944
112,2,672.0000599999998,743.087149718154,53,71.08708971815417,12,26,15,299.1162946495564,644.27988845966,249.349835124611,299.1162946495564
113,1,674.0000599999998,875.1067409045959,54,201.10668090459603,12,27,15,69.08708971815412,642.27988845966,247.349835124611,69.08708971815417
114,0,677.0000599999998,1544.1770144533884,55,867.1769544533886,13,27,15,198.1066809045961,639.27988845966,198.10668090459603,66.08708971815417
115,1,679.0000599999998,851.099759869216,56,172.09969986921612,13,28,15,865.1769544533885,865.1769544533886,196.10668090459603,64.08708971815417
116,1,683.0000599999998,790.9827474534356,56,107.9826874534358,13,28,15,168.09969986921612,861.1769544533886,168.09969986921612,60.087089718154175
117,1,691.0000599999998,990.7043309306886,57,299.7042709306887,13,29,15,99.98268745343574,853.1769544533886,99.9826874534358,52.087089718154175
118,2,691.0000699999998,873.0936094748375,58,182.0935394748377,13,29,16,299.70426093068875,853.1769444533886,299.70426093068875,52.0870797181542
119,2,697.0000699999998,936.7170464792747,58,239.71697647927488,12,29,17,176.09353947483768,847.1769444533886,293.70426093068875,176.0935394748377
120,1,698.0000699999998,961.5855662012125,59,263.58549620121266,12,30,17,238.71697647927485,846.1769444533886,292.70426093068875,238.71697647927488
121,0,698.0000799999998,1663.170853023785,60,965.1707730237852,13,30,17,263.58548620121275,846.1769344533886,263.5854862012127,238.7169664792749
122,1,702.0000799999998,977.9281955624176,57,275.9281155624178,12,30,15,961.1707730237852,961.1707730237852,259.5854862012127,234.7169664792749
123,1,705.0000799999998,843.5158641618976,56,138.51578416189784,12,29,15,272.9281155624178,958.1707730237852,272.9281155624178,231.7169664792749
124,1,710.0000799999998,974.0070923322496,55,264.0070123322498,12,29,14,133.5157841618978,953.1707730237852,133.51578416189784,226.7169664792749
125,2,710.0000899999998,937.7771333615763,56,227.7770433615765,12,29,15,264.0070023322498,953.1707630237852,264.00700233224984,226.71695647927493
126,0,718.0000899999998,1494.192410854781,54,776.1923208547812,13,29,12,219.77704336157643,945.1707630237852,256.00700233224984,219.7770433615765
127,1,719.0000899999998,1016.05855221607,55,297.0584622160702,13,30,12,775.1923208547813,775.1923208547812,255.00700233224984,218.7770433615765
128,1,724.0000899999998,948.6065816425717,56,224.60649164257188,13,31,12,292.0584622160702,770.1923208547812,292.0584622160702,213.7770433615765
129,0,725.0000899999998,1507.973560609952,57,782.9734706099523,14,31,12,223.60649164257188,769.1923208547812,223.60649164257188,212.7770433615765
130,1,735.0000899999998,1057.5902492366504,57,322.5901592366506,14,31,12,772.9734706099522,772.9734706099523,213.60649164257188,202.7770433615765
131,2,740.0000899999998,1020.0027673121617,57,280.00267731216195,14,31,12,317.5901592366506,767.9734706099523,317.5901592366506,197.7770433615765
132,1,740.0000999999997,1138.122386348754,58,398.1222863487542,14,32,12,280.00266731216203,767.9734606099523,317.59014923665063,280.002667312162
133,2,745.0000999999997,829.7474161322993,57,84.7473161322996,14,31,12,393.12228634875413,762.9734606099523,393.1222863487542,275.002667312162
134,1,748.0000999999997,1090.2670861392253,58,342.26698613922554,14,32,12,81.74731613229966,759.9734606099523,390.1222863487542,81.7473161322996
135,2,749.0000999999997,822.0618185239097,59,73.06171852390992,14,32,13,341.26698613922565,758.9734606099523,341.26698613922554,80.7473161322996
136,0,754.0000999999997,1136.643852927692,60,382.6437529276923,15,32,13,68.0617185239099,753.9734606099523,336.26698613922554,68.06171852390992
137,0,756.0000999999997,1476.4951142693283,61,720.4950142693285,16,32,13,380.64375292769216,380.6437529276923,334.26698613922554,66.06171852390992
138,1,760.0000999999997,892.5928089347001,62,132.59270893470034,16,33,13,716.4950142693285,716.4950142693285,330.26698613922554,62.06171852390992
139,1,763.0000999999997,912.5420499438146,62,149.54194994381487,16,33,13,129.59270893470037,713.4950142693285,129.59270893470034,59.06171852390992
140,0,764.0000999999997,2449.4570251908967,63,1685.456925190897,17,33,13,148.54194994381487,712.4950142693285,148.54194994381487,58.06171852390992
141,1,765.0000999999997,1470.3754083820863,64,705.3753083820866,17,34,13,1684.456925190897,1684.456925190897,147.54194994381487,57.06171852390992
142,1,766.0000999999997,1109.8421815261195,65,343.8420815261197,17,35,13,704.3753083820866,1683.456925190897,704.3753083820866,56.06171852390992
143,2,767.0000999999997,881.6952193319603,66,114.69511933196054,17,35,14,342.84208152611967,1682.456925190897,342.8420815261197,55.06171852390992
144,2,769.0000999999997,1534.3414370326207,67,765.3413370326209,17,35,15,112.69511933196056,1680.456925190897,340.8420815261197,112.69511933196054
145,2,772.0000999999997,831.7771268766465,68,59.7770268766468,17,35,16,762.3413370326209,1677.456925190897,337.8420815261197,762.3413370326209
146,2,783.0000999999997,891.0519156315968,69,108.05181563159704,17,35,17,48.77702687664684,1666.456925190897,326.8420815261197,48.7770268766468
147,1,785.0000999999997,969.1490914577867,69,184.1489914577869,17,35,17,106.05181563159705,1664.456925190897,324.8420815261197,106.05181563159704
148,1,795.0000999999997,939.399035284353,69,144.39893528435323,17,35,17,174.14899145778685,1654.456925190897,174.1489914577869,96.05181563159704
149,0,797.0000999999997,1276.688033609299,70,479.6879336092993,18,35,17,142.39893528435326,1652.456925190897,142.39893528435323,94.05181563159704
150,1,798.0000999999997,875.3587169813733,71,77.35861698137353,18,36,17,478.6879336092994,478.6879336092993,141.39893528435323,93.05181563159704
151,0,801.0000999999997,1393.1275516943374,71,592.1274516943377,19,35,17,74.3586169813735,475.6879336092993,74.35861698137353,90.05181563159704
152,1,805.0000999999997,963.6931243806106,72,158.69302438061084,19,36,17,588.1274516943375,588.1274516943377,70.35861698137353,86.05181563159704
153,1,808.0000999999997,994.4758831989494,73,186.47578319894967,19,37,17,155.69302438061086,585.1274516943377,155.69302438061084,83.05181563159704
154,1,811.0000999999997,912.8169297649741,74,101.81682976497439,19,38,17,183.47578319894967,582.1274516943377,183.47578319894967,80.05181563159704
155,2,813.0000999999997,1182.4305317236058,75,369.43043172360603,19,38,18,99.81682976497436,580.1274516943377,99.81682976497439,78.05181563159704
156,1,816.0000999999997,993.3074921169728,75,177.307392116973,19,39,17,366.43043172360603,577.1274516943377,96.81682976497439,366.43043172360603
157,0,817.0000999999997,1423.0048136754526,76,606.0047136754529,20,39,17,176.30739211697303,576.1274516943377,176.307392116973,365.43043172360603
158,1,819.0000999999997,1100.2477196895438,76,281.2476196895441,20,40,16,604.0047136754529,604.0047136754529,174.307392116973,363.43043172360603
159,2,820.0000999999997,852.4841784328553,77,32.48407843285554,20,40,17,280.2476196895442,603.0047136754529,280.2476196895441,362.43043172360603
160,0,823.0000999999997,1512.584993158449,77,689.5848931584492,21,40,16,29.484078432855526,600.0047136754529,277.2476196895441,29.48407843285554
161,1,825.0000999999997,1216.5528145165913,78,391.55271451659155,21,41,16,687.5848931584492,687.5848931584492,275.2476196895441,27.48407843285554
162,1,828.0000999999997,936.546008213411,78,108.54590821341128,21,41,16,388.5527145165916,684.5848931584492,388.55271451659155,24.48407843285554
163,1,830.0000999999997,1034.5667186259345,78,204.56661862593478,21,42,15,106.54590821341125,682.5848931584492,106.54590821341128,22.48407843285554
164,1,834.0000999999997,973.5341164313667,78,139.53401643136692,21,43,14,200.56661862593475,678.5848931584492,200.56661862593478,18.48407843285554
165,1,835.0000999999997,835.8036981767733,78,0.803598176773562,21,44,13,138.53401643136692,677.5848931584492,138.53401643136692,17.48407843285554
166,1,837.0000999999997,971.2279936110704,78,134.2278936110706,21,44,13,0.0,675.5848931584492,0.0,15.48407843285554
167,1,840.0000999999997,1091.9192977672233,79,251.91919776722352,21,45,13,131.22789361107056,672.5848931584492,131.2278936110706,12.48407843285554
168,1,842.0000999999997,1671.5149351116283,80,829.5148351116286,21,46,13,249.9191977672235,670.5848931584492,249.91919776722352,10.48407843285554
169,2,846.0000999999997,992.3312372679167,80,146.33113726791692,21,45,14,825.5148351116287,666.5848931584492,825.5148351116286,6.48407843285554
170,1,847.0000999999997,1084.8829163097769,81,237.88281630977713,21,46,14,145.33113726791694,665.5848931584492,824.5148351116286,145.33113726791692
171,1,852.0000999999997,1314.5922477706727,81,462.5921477706729,21,46,14,232.88281630977716,660.5848931584492,232.88281630977713,140.33113726791692
172,1,852.0001099999997,1022.8215257829839,82,170.82141578298422,21,47,14,462.592137770673,660.5848831584492,462.59213777067293,140.33112726791694
173,1,856.0001099999997,1231.121019236054,82,375.12090923605433,21,48,13,166.82141578298422,656.5848831584492,166.82141578298422,136.33112726791694
174,1,858.0001099999997,1000.2902244896488,83,142.2901144896491,21,49,13,373.12090923605433,654.5848831584492,373.12090923605433,134.33112726791694
175,1,866.0001099999997,997.7699153846346,83,131.76980538463488,20,50,13,134.29011448964906,646.5848831584492,134.2901144896491,126.33112726791694
176,0,874.0001099999997,2067.4248646696406,81,1193.4247546696408,21,49,11,123.7698053846349,638.5848831584492,123.76980538463488,118.33112726791694
177,1,877.0001099999997,893.8938767492748,79,16.893766749275073,21,48,10,1190.424754669641,1190.4247546696408,120.76980538463488,115.33112726791694
178,2,880.0001099999997,934.6489159974496,80,54.64880599744993,21,48,11,13.893766749275017,1187.4247546696408,13.893766749275073,112.33112726791694
179,2,889.0001099999997,981.2148242648827,77,92.21471426488301,21,45,11,45.6488059974499,1178.4247546696408,4.893766749275073,45.64880599744993
180,2,890.0001099999997,1436.1822157334054,78,546.1821057334057,21,45,12,91.21471426488304,1177.4247546696408,3.8937667492750734,91.21471426488301
181,1,894.0001099999997,1062.902267963876,76,168.90215796387633,21,44,11,542.1821057334058,1173.4247546696408,0.0,542.1821057334057
182,2,899.0001099999997,1250.2745143558022,77,351.2744043558025,21,44,12,163.90215796387633,1168.4247546696408,163.90215796387633,537.1821057334057
183,1,899.0001199999997,1232.5804468374913,78,333.5803268374916,21,45,12,351.2743943558025,1168.4247446696409,163.90214796387636,351.27439435580254
184,1,899.0001299999997,1143.057783417103,79,244.05765341710344,21,46,12,333.5803168374915,1168.4247346696409,333.58031683749164,351.27438435580257
