,arrival,departure,sojourn,nis_arrival,arrival_count,arr_nis_class_1,arr_nis_class_0,arr_nis_class_2
375,1860.0003099999992,2061.00840317303,201.0080931730306,34,375,18,14,2
376,1869.0003099999992,1998.4837411392575,129.4834311392583,33,376,18,13,2
377,1886.0003099999992,2183.831416607138,297.83110660713896,33,377,18,12,3
378,1888.0003099999992,1996.7675248602004,108.7672148602012,34,378,19,12,3
379,1892.0003099999992,2123.362140206616,231.3618302066168,35,379,20,12,3
380,1898.0003099999992,1922.908338146437,24.9080281464378,34,380,18,12,4
381,1899.0003099999992,2478.3018354809938,579.3015254809945,35,381,19,12,4
382,1903.0003099999992,2072.170376221534,169.17006622153463,36,382,20,12,4
383,1909.0003099999992,2090.5858701179527,181.5855601179535,35,383,18,12,5
384,1915.0003099999992,2314.8715706354665,399.87126063546725,35,384,19,12,4
385,1918.0003099999992,2664.458401855852,746.4580918558529,36,385,19,12,5
386,1920.0003099999992,2575.7696523268432,655.769342326844,37,386,19,12,6
387,1922.0003099999992,2218.799278319595,296.7989683195958,38,387,19,13,6
388,1928.0003099999992,2025.312746347203,97.31243634720386,36,388,18,12,6
389,1931.0003099999992,2410.4103416034586,479.4100316034594,35,389,16,12,7
390,1934.0003099999992,2204.3961729968964,270.3958629968972,36,390,16,13,7
391,1941.0003099999992,2103.6849128454573,162.68460284545813,37,391,17,13,7
392,1942.0003099999992,2536.7946080823613,594.794298082362,38,392,18,13,7
393,1942.0003199999992,2055.249401394267,113.2490813942677,39,393,19,13,7
394,1944.0003199999992,2133.848182461693,189.8478624616937,40,394,20,13,7
395,1956.0003199999992,2502.0314671047036,546.0311471047044,40,395,20,13,7
396,1961.0003199999992,2250.263585924611,289.2632659246119,40,396,20,13,7
397,1973.0003199999992,2419.991070291829,446.99075029182995,40,397,19,13,8
398,1981.0003199999992,2303.8200670894703,322.8197470894711,41,398,19,14,8
399,1984.0003199999992,2565.3797669648675,581.3794469648683,40,399,19,13,8
400,1996.0003199999992,2217.1300781203977,221.1297581203985,39,400,18,12,9
401,1998.0003199999992,2378.965437407403,380.9651174074038,39,401,18,12,9
402,2004.0003199999992,2708.0006520834113,704.0003320834121,39,402,19,12,8
403,2004.0003299999992,2637.292899704154,633.2925697041549,40,403,19,13,8
404,2014.0003299999992,2212.5974044096006,198.59707440960142,40,404,19,13,8
405,2022.0003299999992,2303.5795531392732,281.57922313927406,41,405,20,13,8
406,2024.0003299999992,2219.0716801565113,195.07135015651215,42,406,21,13,8
407,2041.0003299999992,2217.7162786723375,176.7159486723383,41,407,21,13,7
408,2042.0003299999992,2751.764749232395,709.7644192323958,42,408,22,13,7
409,2042.0003399999991,2258.3872644993085,216.38692449930932,43,409,22,14,7
410,2047.0003399999991,2445.4818424338646,398.48150243386544,44,410,23,14,7
411,2053.000339999999,2296.8655996480607,243.8652596480615,45,411,24,14,7
412,2053.0003499999993,2276.6378456203124,223.63749562031308,46,412,24,14,8
413,2056.0003499999993,2268.5271578381294,212.52680783813003,46,413,24,14,8
414,2059.0003499999993,2337.8951674713403,278.89481747134096,46,414,25,13,8
415,2066.0003499999993,2190.8921662052826,124.89181620528325,46,415,24,13,9
416,2069.0003499999993,2272.530120722942,203.52977072294243,47,416,24,13,10
417,2075.0003499999993,2180.145895359545,105.14554535954585,47,417,25,13,9
418,2079.0003499999993,2313.2420350078382,234.2416850078389,48,418,26,13,9
419,2083.0003499999993,2366.1091433224233,283.10879332242394,49,419,27,13,9
420,2087.0003499999993,2119.693035777387,32.69268577738785,50,420,28,13,9
421,2093.0003499999993,2238.1922910463463,145.19194104634698,50,421,27,13,10
422,2095.0003499999993,2176.5750159633067,81.57466596330733,51,422,27,13,11
423,2096.0003499999993,2258.0312961096506,162.03094610965127,52,423,28,13,11
424,2099.0003499999993,2114.1040628016867,15.10371280168738,52,424,28,13,11
425,2105.0003499999993,2401.813402331029,296.81305233102967,51,425,26,13,12
426,2110.0003499999993,2278.2772469053302,168.2768969053309,52,426,27,13,12
427,2113.0003499999993,2379.4926415924956,266.49229159249626,53,427,28,13,12
428,2115.0003499999993,2254.6034132951945,139.60306329519517,53,428,29,13,11
429,2120.0003499999993,2206.4540546128082,86.4537046128089,53,429,30,13,10
430,2120.0003599999995,2136.4741011829055,16.473741182905997,54,430,30,13,11
431,2124.0003599999995,2245.812094127361,121.81173412736143,54,431,31,13,10
432,2127.0003599999995,2241.771377725572,114.77101772557262,55,432,32,13,10
433,2128.0003599999995,2786.07397305459,658.0736130545906,56,433,32,13,11
434,2131.0003599999995,2677.840380174982,546.8400201749823,57,434,32,14,11
435,2135.0003599999995,2479.3295484380633,344.32918843806374,57,435,31,15,11
436,2139.0003599999995,2543.0003599999995,404.0,57,436,31,15,11
437,2141.0003599999995,2368.7186908382846,227.71833083828506,58,437,31,16,11
438,2146.0003599999995,2395.4905154892626,249.4901554892631,59,438,32,16,11
439,2146.0003699999997,2274.4768071178114,128.47643711781166,60,439,33,16,11
440,2151.0003699999997,2470.8893734423555,319.8890034423557,61,440,33,16,12
441,2152.0003699999997,2413.9828860498155,261.9825160498158,62,441,34,16,12
442,2155.0003699999997,2412.586011243778,257.58564124377835,63,442,34,16,13
443,2158.0003699999997,2803.3300739379497,645.32970393795,64,443,35,16,13
444,2165.0003699999997,2477.468414532901,312.46804453290133,64,444,35,16,13
445,2167.0003699999997,2215.31496534504,48.31459534504029,65,445,36,16,13
446,2174.0003699999997,2332.4925517468982,158.4921817468985,65,446,35,16,14
447,2174.00038,2694.969048502469,520.968668502469,66,447,36,16,14
448,2180.00038,2346.9240021147098,166.92362211470981,66,448,36,16,14
449,2183.00038,2391.1124645843597,208.11208458435976,66,449,36,16,14
450,2185.00038,2455.270562904942,270.270182904942,66,450,35,16,15
451,2186.00038,2348.703619991357,162.7032399913569,67,451,36,16,15
452,2193.00038,2283.034418366021,90.03403836602092,67,452,37,16,14
453,2193.00039,2771.1934285423854,578.1930385423852,68,453,38,16,14
454,2199.00039,2555.2770941594763,356.27670415947614,68,454,38,16,14
455,2203.00039,2537.147935277742,334.14754527774176,69,455,39,16,14
456,2203.0004000000004,2422.2025242138566,219.20212421385622,70,456,40,16,14
457,2207.0004000000004,2268.645609167822,61.64520916782158,69,457,40,16,13
458,2209.0004000000004,2900.33796384973,691.3375638497296,70,458,41,16,13
459,2212.0004000000004,2503.3921194172153,291.391719417215,71,459,42,16,13
460,2213.0004000000004,2451.151012185934,238.15061218593382,71,460,41,17,13
461,2219.0004000000004,2451.0652424985556,232.0648424985552,67,461,38,17,12
462,2219.0004100000006,2542.549982283191,323.5495722831906,68,462,38,17,13
463,2225.0004100000006,2360.923972455325,135.92356245532437,68,463,38,17,13
464,2225.0004200000008,2826.130515635154,601.1300956351533,69,464,38,17,14
465,2228.0004200000008,2427.1532565548773,199.15283655487656,70,465,38,18,14
466,2229.0004200000008,2434.9710024399283,205.9705824399275,71,466,39,18,14
467,2230.0004200000008,2291.002085196469,61.001665196468366,72,467,40,18,14
468,2234.0004200000008,2379.291867789106,145.2914477891054,73,468,40,18,15
469,2236.0004200000008,2438.0225377115617,202.0221177115609,73,469,40,17,16
470,2240.0004200000008,2431.5137515873885,191.5133315873877,73,470,41,17,15
471,2246.0004200000008,2468.7990543860615,222.7986343860607,72,471,41,17,14
472,2249.0004200000008,2517.6539916787215,268.6535716787207,73,472,42,17,14
473,2250.0004200000008,2300.1981684009593,50.19774840095852,74,473,43,17,14
474,2254.0004200000008,2422.740082684491,168.7396626844902,74,474,44,17,13
475,2256.0004200000008,2329.3553331521694,73.35491315216859,74,475,44,17,13
476,2258.0004200000008,2378.937695981886,120.93727598188525,75,476,44,17,14
477,2259.0004200000008,2331.4037347947697,72.4033147947689,74,477,43,17,14
478,2260.0004200000008,2641.4075454046715,381.40712540467075,75,478,44,17,14
479,2267.0004200000008,2492.8921505275066,225.89173052750584,76,479,45,17,14
480,2271.0004200000008,2906.465446670416,635.4650266704152,75,480,44,17,14
481,2277.0004200000008,2573.5126472581073,296.5122272581066,73,481,42,18,13
482,2280.0004200000008,2539.6471850109497,259.6467650109489,73,482,42,18,13
483,2282.0004200000008,2581.7913247118368,299.790904711836,74,483,43,18,13
484,2290.0004200000008,2490.991841310145,200.99142131014423,74,484,43,18,13
485,2296.0004200000008,3005.656143431489,709.6557234314882,74,485,44,18,12
486,2303.0004200000008,2730.8956505474207,427.89523054741994,73,486,44,18,11
487,2308.0004200000008,2330.046394176207,22.045974176206073,71,487,42,18,11
488,2311.0004200000008,2529.6675233980704,218.66710339806968,72,488,42,18,12
489,2313.0004200000008,2421.2333914260903,108.23297142608953,72,489,41,18,13
490,2314.0004200000008,2662.813269484739,348.8128494847383,72,490,41,18,13
491,2316.0004200000008,2352.7396341545345,36.739214154533784,72,491,42,18,12
492,2321.0004200000008,2385.5117797414846,64.51135974148383,73,492,42,18,13
493,2321.000430000001,3045.7401667226986,724.7397367226977,74,493,42,18,14
494,2322.000430000001,2552.539616944888,230.5391869448872,75,494,42,19,14
495,2327.000430000001,2793.223596790035,466.22316679003416,76,495,43,19,14
496,2328.000430000001,3022.849943963651,694.8495139636502,77,496,43,19,15
497,2329.000430000001,2468.1991579839328,139.1987279839318,78,497,43,20,15
498,2333.000430000001,2613.838882748199,280.83845274819805,75,498,42,20,13
499,2333.000440000001,3334.6099422223233,1001.6095022223221,76,499,43,20,13
500,2334.000440000001,2595.8774783432464,261.8770383432452,77,500,43,21,13
501,2337.000440000001,2777.7813760497174,440.7809360497163,78,501,44,21,13
502,2340.000440000001,2410.8786135596465,70.87817355964535,78,502,44,22,12
503,2345.000440000001,2457.474343384572,112.4739033845708,79,503,45,22,12
504,2346.000440000001,2637.118996231405,291.118556231404,80,504,46,22,12
505,2349.000440000001,2462.932522509402,113.93208250940097,79,505,45,22,12
506,2355.000440000001,2469.572368818674,114.57192881867286,79,506,46,22,11
507,2357.000440000001,2462.7724448445497,105.77200484454852,80,507,46,22,12
508,2364.000440000001,2534.340595106088,170.34015510608697,79,508,47,21,11
509,2365.000440000001,2415.132137410237,50.13169741023603,80,509,48,21,11
510,2371.000440000001,2690.932193108381,319.9317531083798,79,510,46,21,12
511,2371.0004500000014,2719.5754812865684,348.5750312865671,80,511,47,21,12
512,2373.0004500000014,2880.482654396758,507.4822043967565,81,512,48,21,12
513,2377.0004500000014,2941.3738693040277,564.3734193040264,82,513,48,22,12
514,2379.0004500000014,2509.0787243306672,130.07827433066586,81,514,46,23,12
515,2379.0004600000016,3139.2742238355263,760.2737638355247,82,515,46,23,13
516,2386.0004600000016,2668.470403501412,282.4699435014104,80,516,45,23,12
517,2388.0004600000016,2983.313314067722,595.3128540677203,80,517,46,23,11
518,2392.0004600000016,2681.097464731113,289.0970047311116,80,518,46,24,10
519,2394.0004600000016,2495.0776174716866,101.07715747168504,81,519,46,24,11
520,2401.0004600000016,2557.7200877649207,156.7196277649191,81,520,46,24,11
521,2402.0004600000016,2655.2094308676183,253.2089708676167,81,521,46,24,11
522,2407.0004600000016,2422.2217936371753,15.221333637173757,82,522,47,24,11
523,2408.0004600000016,3189.3223679950147,781.3219079950131,83,523,47,24,12
524,2411.0004600000016,2507.4584271614594,96.45796716145787,82,524,46,24,12
525,2414.0004600000016,3344.027293246981,930.0268332469795,81,525,45,24,12
526,2414.0004700000018,2528.9694410180296,114.96897101802779,82,526,45,25,12
527,2417.0004700000018,2565.1536822042312,148.15321220422948,82,527,46,25,11
528,2418.0004700000018,2678.4479913289692,260.44752132896747,83,528,47,25,11
529,2420.0004700000018,2489.555628389779,69.55515838977726,83,529,47,24,12
530,2422.0004700000018,2726.163519280161,304.16304928015916,83,530,47,24,12
531,2426.0004700000018,2524.2348008018525,98.23433080185077,81,531,45,24,12
532,2430.0004700000018,2839.3662216496696,409.3657516496678,80,532,44,23,13
533,2435.0004700000018,2499.909037038409,64.90856703840745,79,533,43,23,13
534,2441.0004700000018,2619.430999038906,178.4305290389043,79,534,42,23,14
535,2450.0004700000018,3311.852943781335,861.8524737813332,79,535,42,23,14
536,2451.0004700000018,3066.445158850495,615.4446888504931,80,536,43,23,14
537,2451.000480000002,2604.6993443915394,153.69886439153743,81,537,43,24,14
538,2455.000480000002,3039.509750428296,584.5092704282938,80,538,43,24,13
539,2457.000480000002,2541.714614868651,84.71413486864913,80,539,42,24,14
540,2462.000480000002,2691.6368934648394,229.63641346483746,80,540,42,24,14
541,2465.000480000002,3127.2194093047397,662.2189293047377,79,541,41,24,14
542,2476.000480000002,2896.255621910214,420.25514191021193,76,542,39,24,13
543,2477.000480000002,2704.6587102124977,227.6582302124957,77,543,40,24,13
544,2483.000480000002,2566.629058023007,83.62857802300505,75,544,38,24,13
545,2483.000490000002,2502.2793534425696,19.2788634425674,76,545,39,24,13
546,2486.000490000002,3155.0386576278333,669.0381676278312,77,546,40,24,13
547,2496.000490000002,3199.556516748815,703.5560267488127,74,547,36,25,13
548,2501.000490000002,2640.339521617313,139.33903161731087,74,548,36,26,12
549,2505.000490000002,2982.5067489939734,477.5062589939712,72,549,36,24,12
550,2514.000490000002,2650.403159536538,136.402669536536,71,550,36,25,10
551,2516.000490000002,2666.0800758866494,150.07958588664724,72,551,37,25,10
552,2525.000490000002,2650.778507137217,125.77801713721465,71,552,37,25,9
553,2525.0005000000024,3636.789916258973,1111.7894162589705,72,553,38,25,9
554,2530.0005000000024,2655.8108121087384,125.81031210873607,71,554,38,25,8
555,2530.0005100000026,2530.619913996469,0.6194039964666445,72,555,39,25,8
556,2537.0005100000026,2640.0165173150153,103.01600731501276,70,556,37,25,8
557,2538.0005100000026,2853.0004737847703,314.9999637847677,70,557,37,25,8
558,2539.0005100000026,2816.3279421678553,277.32743216785275,71,558,37,25,9
559,2553.0005100000026,2731.9183751676587,178.91786516765615,67,559,34,24,9
560,2553.000520000003,3132.7687431789072,579.7682231789045,68,560,35,24,9
561,2557.000520000003,2668.9179189764986,111.91739897649586,68,561,34,25,9
562,2558.000520000003,2660.5814449135237,102.5809249135209,68,562,34,25,9
563,2562.000520000003,2788.5912130033967,226.59069300339388,69,563,34,25,10
564,2565.000520000003,2676.783869536726,111.78334953672311,70,564,35,25,10
565,2584.000520000003,2826.1522305095664,242.1517105095636,65,565,31,24,10
566,2586.000520000003,2748.9500010119177,162.94948101191494,66,566,32,24,10
567,2587.000520000003,3215.6756076433903,628.6750876433875,67,567,33,24,10
568,2589.000520000003,2840.6535097533365,251.6529897533337,68,568,33,25,10
569,2592.000520000003,2842.9136908104183,250.91317081041552,69,569,34,25,10
570,2593.000520000003,2857.498510785474,264.4979907854713,70,570,35,25,10
571,2595.000520000003,2758.077995855256,163.0774758552534,71,571,36,25,10
572,2596.000520000003,2821.811316064872,225.810796064869,71,572,36,25,10
573,2600.000520000003,2691.702442574437,91.70192257443432,72,573,37,25,10
574,2600.000530000003,2773.5386643451,173.5381343450972,73,574,37,25,11
575,2605.000530000003,2711.5179448775266,106.5174148775236,73,575,37,25,11
576,2605.000540000003,2778.0651215512676,173.06458155126438,74,576,37,25,12
577,2607.000540000003,2858.82110212503,251.82056212502675,75,577,38,25,12
578,2608.000540000003,2824.3689015561517,216.36836155614856,76,578,39,25,12
579,2612.000540000003,2800.2051963361682,188.20465633616504,77,579,40,25,12
580,2613.000540000003,2794.8172719412128,181.81673194120958,78,580,41,25,12
581,2614.000540000003,2794.1443162085243,180.1437762085211,78,581,41,25,12
582,2618.000540000003,2904.9397237121784,286.93918371217524,79,582,42,25,12
583,2618.0005500000034,2776.9723913007774,158.97184130077403,80,583,43,25,12
584,2618.0005600000036,2650.275585073843,32.275025073839515,81,584,43,25,13
585,2624.0005600000036,2802.448506698364,178.44794669836028,81,585,43,25,13
586,2624.000570000004,2686.340734017892,62.34016401788813,82,586,44,25,13
587,2627.000570000004,3149.490740423634,522.4901704236304,83,587,44,25,14
588,2630.000570000004,2795.022528903985,165.02195890398116,84,588,44,26,14
589,2631.000570000004,2756.89835845532,125.897788455316,85,589,45,26,14
590,2634.000570000004,2718.159296752738,84.15872675273431,86,590,45,26,15
591,2639.000570000004,3216.3494522120945,577.3488822120908,85,591,44,25,16
592,2646.000570000004,2936.396869624728,290.3962996247242,83,592,41,26,16
593,2649.000570000004,2830.8612166271982,181.86064662719446,84,593,42,26,16
594,2656.000570000004,3073.3433362404207,417.34276624041695,80,594,38,26,16
595,2668.000570000004,2814.486091238944,146.48552123894024,77,595,36,26,15
596,2670.000570000004,2880.87699254386,210.87642254385628,76,596,35,26,15
597,2675.000570000004,2815.9889726776396,140.9884026776358,77,597,35,26,16
598,2676.000570000004,2839.7865288064,163.78595880639614,78,598,36,26,16
599,2678.000570000004,2832.010539339682,154.00996933967826,77,599,36,25,16
600,2679.000570000004,2698.8670269892677,19.866456989263952,77,600,37,25,15
601,2686.000570000004,2799.7489901524978,113.74842015249396,77,601,38,25,14
602,2687.000570000004,2837.7242552875223,150.7236852875185,77,602,38,25,14
603,2690.000570000004,2847.3802387449805,157.3796687449767,78,603,38,25,15
604,2691.000570000004,2881.1501411989757,190.1495711989719,78,604,37,25,16
605,2694.000570000004,2823.5011033458877,129.50053334588392,77,605,36,25,16
606,2694.000580000004,2764.354024087028,70.35344408702395,78,606,36,25,17
607,2704.000580000004,3007.7523544906976,303.7517744906936,77,607,34,25,18
608,2707.000580000004,3287.4975291670153,580.4969491670113,77,608,34,25,18
609,2711.000580000004,3209.1409888427684,498.1404088427644,77,609,34,25,18
610,2718.000580000004,2865.0104097471667,147.0098297471627,77,610,35,25,17
611,2724.000580000004,2850.4408576628152,126.44027766281124,76,611,35,25,16
612,2729.000580000004,2950.793058289788,221.79247828978396,76,612,36,25,15
613,2740.000580000004,3167.44319054099,427.44261054098615,75,613,35,24,16
614,2740.000590000004,2839.4669070718373,99.46631707183315,76,614,35,25,16
615,2740.0006000000044,3388.9460930348346,648.9454930348302,77,615,36,25,16
616,2746.0006000000044,3027.836157056703,281.8355570566987,78,616,36,26,16
617,2756.0006000000044,3047.2463555608624,291.245755560858,77,617,36,25,16
618,2758.0006000000044,3369.8253402236687,611.8247402236643,77,618,37,25,15
619,2762.0006000000044,2896.0781508882264,134.07755088822205,77,619,36,26,15
620,2771.0006000000044,3094.449144021845,323.44854402184046,77,620,36,26,15
621,2771.0006100000046,2860.809341833553,89.80873183354834,78,621,37,26,15
622,2777.0006100000046,2964.9998750293994,187.9992650293948,76,622,37,25,14
623,2783.0006100000046,2942.8178709566005,159.81726095659587,75,623,37,24,14
624,2785.0006100000046,3086.7383612296726,301.737751229668,76,624,37,24,15
625,2790.0006100000046,3068.2174535534236,278.21684355341904,75,625,37,23,15
626,2794.0006100000046,2814.581458876043,20.580848876038544,75,626,38,23,14
627,2796.0006100000046,3569.582082998603,773.5814729985982,73,627,35,23,15
628,2800.0006100000046,3006.7800719295983,206.7794619295937,73,628,35,24,14
629,2803.0006100000046,2836.1671231808705,33.16651318086588,72,629,34,24,14
630,2807.0006100000046,3449.3099441775375,642.309334177533,72,630,34,23,15
631,2808.0006100000046,3364.178973579131,556.1783635791262,73,631,34,24,15
632,2811.0006100000046,2977.200470868659,166.19986086865447,74,632,35,24,15
633,2822.0006100000046,2943.922728454652,121.92211845464726,70,633,32,24,14
634,2822.000620000005,3037.2707630160253,215.27014301602048,71,634,33,24,14
635,2825.000620000005,2998.323942263939,173.3233222639342,70,635,33,24,13
636,2826.000620000005,3094.5402434305042,268.53962343049943,71,636,34,24,13
637,2828.000620000005,3087.4067415442587,259.4061215442539,70,637,33,23,14
638,2832.000620000005,3094.43068618111,262.4300661811053,70,638,33,23,14
639,2833.000620000005,2959.10052983623,126.09990983622538,70,639,33,23,14
640,2838.000620000005,3322.5614538506184,484.56083385061356,69,640,34,23,12
641,2842.000620000005,3142.337751261816,300.337131261811,66,641,31,24,11
642,2842.000630000005,3026.625307763344,184.62467776333915,67,642,32,24,11
643,2846.000630000005,2995.744788424534,149.7441584245289,67,643,32,24,11
644,2851.000630000005,3072.3314206544396,221.33079065443462,66,644,32,24,10
645,2859.000630000005,2945.904193337203,86.9035633371982,64,645,31,24,9
646,2860.000630000005,3099.926660969484,239.92603096947914,65,646,31,24,10
647,2862.000630000005,3082.1866251341594,220.18599513415438,65,647,31,24,10
648,2869.000630000005,3108.2704041086217,239.26977410861673,65,648,31,24,10
649,2871.000630000005,2937.423833734144,66.42320373413895,66,649,31,24,11
650,2871.000640000005,3169.5421786471543,298.5415386471491,67,650,32,24,11
651,2881.000640000005,3173.763350803069,292.7627108030638,66,651,33,23,10
652,2884.000640000005,3210.4854131490147,326.48477314900947,66,652,34,23,9
653,2890.000640000005,3613.2491026719063,723.248462671901,67,653,35,23,9
654,2895.000640000005,3317.478515715855,422.4778757158497,68,654,35,24,9
655,2895.0006500000054,2947.9215991651763,52.920949165170896,69,655,36,24,9
656,2900.0006500000054,3092.3401976465943,192.33954764658893,68,656,35,24,9
657,2912.0006500000054,3026.9351892512286,114.93453925122321,66,657,34,23,9
658,2913.0006500000054,3202.6237584723654,289.62310847235995,67,658,35,23,9
659,2917.0006500000054,3172.77254202161,255.7718920216048,68,659,36,23,9
660,2945.0006500000054,3055.6140064521296,110.61335645212421,64,660,33,22,9
661,2951.0006500000054,2964.7832817783305,13.78263177832514,62,661,34,22,6
662,2951.0006600000056,3104.061958311956,153.0612983119504,63,662,35,22,6
663,2974.0006600000056,3271.8758380593554,297.87517805934976,61,663,32,22,7
664,3007.0006600000056,4069.0129079229055,1062.0122479228999,55,664,28,20,7
665,3011.0006600000056,3350.2161210054214,339.2154610054158,55,665,28,20,7
666,3015.0006600000056,3175.541758450593,160.54109845058747,56,666,29,20,7
667,3020.0006600000056,3087.0710549758232,67.07039497581763,57,667,30,20,7
668,3023.0006600000056,3315.7221582474654,292.72149824745975,57,668,31,19,7
669,3031.0006600000056,3683.1637994508133,652.1631394508076,55,669,29,19,7
670,3047.0006600000056,3238.6492288429026,191.64856884289702,53,670,28,19,6
671,3052.0006600000056,3315.848819429052,263.8481594290465,53,671,28,19,6
672,3088.0006600000056,3236.7689180360007,148.76825803599513,45,672,22,18,5
673,3090.0006600000056,3635.251692864673,545.2510328646672,46,673,23,18,5
674,3094.0006600000056,3337.1149070639135,243.1142470639079,46,674,22,19,5
675,3101.0006600000056,3209.6327635497346,108.63210354972898,43,675,20,19,4
676,3132.0006600000056,3196.3379886292482,64.33732862924262,41,676,20,19,2
677,3132.000670000006,3198.256656728759,66.25598672875321,42,677,21,19,2
678,3135.000670000006,3479.2884246285057,344.2877546284999,42,678,22,18,2
679,3153.000670000006,3199.6003376370195,46.59966763701368,40,679,22,17,1
680,3163.000670000006,3360.834725275078,197.8340552750724,40,680,22,16,2
681,3171.000670000006,3357.3896539910656,186.38898399105983,39,681,22,15,2
682,3179.000670000006,3514.083761075317,335.08309107531113,37,682,21,15,1
683,3194.000670000006,3374.0281058545747,180.02743585456892,37,683,22,14,1
684,3198.000670000006,3383.042410434684,185.0417404346781,37,684,22,14,1
685,3200.000670000006,3290.0669423134136,90.06627231340781,35,685,22,13,0
686,3205.000670000006,4072.6727620050606,867.6720920050548,35,686,22,13,0
687,3212.000670000006,3483.6995319949083,271.6988619949025,33,687,20,13,0
688,3217.000670000006,3366.5430443982323,149.54237439822646,32,688,21,11,0
689,3240.000670000006,3415.83293295271,175.83226295270424,31,689,20,11,0
690,3242.000670000006,3292.6540098858445,50.653339885838705,32,690,21,11,0
691,3245.000670000006,3412.476664598539,167.47599459853336,33,691,22,11,0
692,3261.000670000006,3295.2649734605075,34.26430346050165,34,692,22,11,1
693,3262.000670000006,3447.6521095518983,185.6514395518925,35,693,22,11,2
694,3276.000670000006,3515.0046396557477,239.0039696557419,35,694,22,11,2
695,3277.000670000006,3639.002413627747,362.00174362774123,36,695,22,11,3
696,3281.000670000006,3425.0402009585755,144.03953095856969,37,696,23,11,3
697,3293.000670000006,3582.354935270925,289.3542652709193,35,697,22,10,3
698,3302.000670000006,3396.0110737355353,94.01040373552951,35,698,23,10,2
699,3318.000670000006,3515.5237768952725,197.52310689526666,32,699,19,10,3
700,3320.000670000006,3556.555653752084,236.554983752078,33,700,20,10,3
701,3329.000670000006,3432.063697085686,103.06302708568,33,701,21,9,3
702,3332.000670000006,3474.989910529947,142.98924052994107,34,702,22,9,3
703,3350.000670000006,3701.1530718405547,351.1524018405489,32,703,21,7,4
704,3353.000670000006,3608.9422126856557,255.9415426856499,32,704,21,7,4
705,3358.000670000006,3408.410808801308,50.41013880130231,32,705,21,7,4
706,3363.000670000006,3518.6093603623253,155.60869036231952,32,706,21,7,4
707,3367.000670000006,3543.1825015425266,176.18183154252074,31,707,19,7,5
708,3369.000670000006,3482.8225595604745,113.82188956046866,32,708,20,7,5
709,3386.000670000006,3830.697873335667,444.697203335661,30,709,18,6,6
710,3397.000670000006,3580.971596241313,183.9709262413071,29,710,19,5,5
711,3417.000670000006,3685.674163582497,268.6734935824911,27,711,18,5,4
712,3422.000670000006,3470.6353865343244,48.63471653431861,28,712,19,5,4
713,3425.000670000006,3436.3758735386778,11.37520353867194,29,713,19,5,5
714,3427.000670000006,3615.638800739069,188.6381307390634,29,714,18,5,6
715,3431.000670000006,3651.73212250206,220.73145250205425,30,715,19,5,6
716,3433.000670000006,3678.2125668569442,245.21189685693844,30,716,18,5,7
717,3435.000670000006,3676.9123055470686,241.91163554706282,31,717,19,5,7
718,3441.000670000006,3750.088317790433,309.0876477904271,31,718,20,5,6
719,3448.000670000006,3642.0795359916156,194.07886599160975,31,719,20,5,6
720,3454.000670000006,4100.134892922615,646.1342229226093,31,720,21,4,6
721,3465.000670000006,3666.5302057342765,201.52953573427067,32,721,21,5,6
722,3466.000670000006,3648.982770787465,182.98210078745933,33,722,22,5,6
723,3469.000670000006,3709.9140361150817,240.91336611507586,34,723,23,5,6
724,3471.000670000006,3673.224142979896,202.22347297989018,34,724,24,5,5
725,3473.000670000006,3612.623444761829,139.62277476182317,35,725,25,5,5
726,3478.000670000006,3747.8256406666537,269.8249706666479,35,726,26,5,4
727,3478.000680000006,3692.1508392431965,214.1501592431905,36,727,27,5,4
728,3484.000680000006,4360.255706926053,876.2550269260469,34,728,26,5,3
729,3488.000680000006,3687.4143541078815,199.41367410787552,35,729,26,6,3
730,3488.000690000006,4159.394304873429,671.3936148734228,36,730,27,6,3
731,3493.000690000006,3719.2913462821675,226.2906562821613,37,731,27,7,3
732,3493.0007000000064,3625.4795529827256,132.47885298271922,38,732,28,7,3
733,3497.0007000000064,3806.0609498757203,309.0602498757139,39,733,29,7,3
734,3499.0007000000064,3702.4661517556056,203.46545175559913,40,734,29,8,3
735,3502.0007000000064,4038.8029803015293,536.8022803015228,41,735,29,8,4
736,3504.0007000000064,3631.4699647727493,127.46926477274292,42,736,30,8,4
737,3509.0007000000064,3641.4462524761457,132.44555247613926,43,737,30,8,5
738,3509.0007100000066,3724.6638577587623,215.6631477587557,44,738,30,8,6
739,3514.0007100000066,3607.434978204833,93.43426820482637,45,739,31,8,6
740,3517.0007100000066,3725.571005387659,208.57029538765255,43,740,29,8,6
741,3517.000720000007,3907.8574645831122,390.8567445831054,44,741,30,8,6
742,3520.000720000007,3693.6633426653484,173.6626226653416,44,742,31,8,5
743,3520.000730000007,3618.4362040555607,98.43547405555364,45,743,31,8,6
744,3523.000730000007,3902.104804248853,379.1040742488458,46,744,31,8,7
745,3523.000740000007,3833.138222942496,310.137482942489,47,745,31,8,8
746,3525.000740000007,3763.396660904038,238.39592090403085,48,746,32,8,8
747,3528.000740000007,3701.718829794811,173.71808979480375,49,747,33,8,8
748,3529.000740000007,4001.22122552484,472.22048552483284,50,748,34,8,8
749,3536.000740000007,4502.610064454511,966.6093244545041,51,749,35,8,8
750,3537.000740000007,4322.560264561884,785.5595245618765,52,750,35,8,9
